Order_ID,Order_Date,Customer_Segment,Priority,Product_Category,Order_Value_INR,Origin,Destination,Special_Handling,Carrier,Promised_Delivery_Days,Actual_Delivery_Days,Delivery_Status,Quality_Issue,Customer_Rating,Delivery_Cost_INR,Route,Distance_KM,Fuel_Consumption_L,Toll_Charges_INR,Traffic_Delay_Minutes,Weather_Impact,Fuel_Cost,Labor_Cost,Vehicle_Maintenance,Insurance,Packaging_Cost,Technology_Platform_Fee,Other_Overhead,Is_Delayed,Delay_Severity,Delay_Days,Delay_Percentage,Cost_to_Value_Ratio,Has_Weather_Impact,Has_Special_Handling,Has_Quality_Issue,Is_Express,Is_Economy,Is_High_Value_Order,Order_Day_of_Week,Order_Month,Order_Day,Is_Weekend_Order,Is_Month_End,Carrier_Historical_Delay_Rate,Carrier_Avg_Rating,Route_Historical_Delay_Rate,Category_Historical_Delay_Rate
ORD000061,2025-09-17,SMB,Standard,Home Goods,207.75,Mumbai,Singapore,Fragile,ReliableExpress,4.0,4.0,On-Time,Perfect,5.0,558.44,Mumbai_to_Singapore,2762.69,335.28,0.0,0.0,,216.28,167.53,76.23,45.21,33.13,45.25,35.87,0.0,0.0,0.0,0.0,2.675161676646707,0,1,0,0,0,0,2,9,17,0,0,0.525,3.575,0.6,0.5555555555555556
ORD000062,2025-10-06,SMB,Economy,Food & Beverage,802.77,Mumbai,Bangalore,,QuickShip,5.0,5.0,On-Time,Perfect,4.0,608.58,Mumbai_to_Bangalore,573.35,65.1,458.68,67.0,Light_Rain,209.54,189.7,86.72,36.4,34.25,72.14,33.72,0.0,0.0,0.0,0.0,0.7571568981176208,1,0,0,0,1,0,0,10,6,0,0,0.25806451612903225,4.096774193548387,0.0,0.36363636363636365
ORD000063,2025-10-20,Individual,Economy,Food & Beverage,1075.03,Kolkata,Singapore,,ReliableExpress,7.0,9.0,Slightly-Delayed,Perfect,3.0,905.22,Kolkata_to_Singapore,2894.16,343.35,0.0,0.0,Light_Rain,314.88,279.31,115.03,49.15,47.84,76.24,71.77,1.0,1.0,2.0,28.57142857142857,0.8412590727024339,1,0,0,0,1,0,0,10,20,0,0,0.525,3.575,0.5,0.36363636363636365
ORD000064,2025-10-10,Individual,Standard,Home Goods,58.17,Mumbai,Bangkok,,GlobalTransit,4.0,5.0,Slightly-Delayed,Perfect,3.0,589.48,Mumbai_to_Bangkok,3932.45,467.38,0.0,0.0,,208.93,161.15,77.75,53.64,30.7,58.9,49.79,1.0,1.0,1.0,25.0,9.962480986986648,0,0,0,0,0,0,4,10,10,0,0,0.6363636363636364,3.090909090909091,0.6,0.5555555555555556
ORD000065,2025-09-04,Individual,Economy,Fashion,267.45,Hyderabad,Mumbai,,QuickShip,7.0,7.0,On-Time,Perfect,5.0,650.86,Hyderabad_to_Mumbai,1726.56,207.19,1381.25,40.0,,211.68,182.75,85.06,61.76,58.9,67.25,56.31,0.0,0.0,0.0,0.0,2.424511082138201,0,0,0,0,1,0,3,9,4,0,0,0.25806451612903225,4.096774193548387,0.5,0.4444444444444444
ORD000066,2025-09-02,Individual,Economy,Healthcare,1004.43,Delhi,Pune,Fragile,QuickShip,7.0,12.0,Severely-Delayed,Perfect,3.0,755.55,Delhi_to_Pune,288.66,35.98,230.93,98.0,,254.23,237.32,93.17,44.95,64.29,77.26,51.33,1.0,2.0,5.0,71.42857142857143,0.7514695205036651,0,1,0,0,1,0,1,9,2,0,0,0.25806451612903225,4.096774193548387,0.6666666666666666,0.5333333333333333
ORD000067,2025-09-06,SMB,Express,Electronics,5239.28,Pune,Singapore,,ReliableExpress,1.0,1.0,On-Time,Perfect,5.0,196.3,Pune_to_Singapore,2157.07,261.52,0.0,0.0,,76.78,49.49,22.73,10.37,17.34,21.22,13.07,0.0,0.0,0.0,0.0,0.037459830390742486,0,0,0,1,0,1,5,9,6,1,0,0.525,3.575,0.0,0.5909090909090909
ORD000068,2025-10-12,Enterprise,Economy,Books,1390.4,Kolkata,Bangalore,,ReliableExpress,7.0,7.0,On-Time,Perfect,4.0,511.73,Kolkata_to_Bangalore,1497.71,183.23,1198.16,15.0,,188.09,148.19,70.52,37.21,36.14,60.07,32.01,0.0,0.0,0.0,0.0,0.3677806525801351,0,0,0,0,1,1,6,10,12,1,0,0.525,3.575,0.0,0.2608695652173913
ORD000069,2025-09-04,Enterprise,Standard,Electronics,5759.28,Chennai,Singapore,,ReliableExpress,3.0,4.0,Slightly-Delayed,Perfect,3.0,368.74,Chennai_to_Singapore,4609.29,555.42,0.0,0.0,,115.06,113.74,54.75,25.4,19.58,34.5,27.76,1.0,1.0,1.0,33.33333333333333,0.06401424930732534,0,0,0,0,0,1,3,9,4,0,0,0.525,3.575,0.5,0.5909090909090909
ORD000070,2025-09-29,Individual,Economy,Home Goods,221.95,Pune,Mumbai,,SpeedyLogistics,10.0,15.0,Severely-Delayed,Perfect,1.0,1105.15,Pune_to_Mumbai,1453.61,176.97,1162.89,108.0,,349.44,349.02,165.65,80.22,74.86,106.13,61.62,1.0,2.0,5.0,50.0,4.956941018165509,0,0,0,0,1,0,0,9,29,0,1,0.5121951219512195,3.5121951219512195,1.0,0.5555555555555556
ORD000071,2025-09-18,SMB,Standard,Healthcare,587.15,Delhi,Bangkok,,ReliableExpress,5.0,5.0,On-Time,Perfect,5.0,646.39,Delhi_to_Bangkok,2409.8,290.69,0.0,0.0,Light_Rain,251.01,188.41,77.16,53.64,46.61,68.47,34.31,0.0,0.0,0.0,0.0,1.0990223582419452,1,0,0,0,0,0,3,9,18,0,0,0.525,3.575,0.3333333333333333,0.5333333333333333
ORD000072,2025-09-26,Enterprise,Economy,Books,1351.0,Pune,Bangkok,,ReliableExpress,5.0,9.0,Severely-Delayed,Perfect,1.0,762.0,Pune_to_Bangkok,2946.88,355.07,0.0,0.0,,290.61,262.17,100.92,74.47,43.87,75.51,61.03,1.0,2.0,4.0,80.0,0.5636094674556213,0,0,0,0,1,0,4,9,26,0,1,0.525,3.575,1.0,0.2608695652173913
ORD000073,2025-10-14,Enterprise,Standard,Home Goods,12.31,Mumbai,Dubai,Fragile,ReliableExpress,3.0,8.0,Severely-Delayed,Perfect,2.0,831.61,Mumbai_to_Dubai,4139.62,493.75,0.0,0.0,Heavy_Rain,297.86,241.29,97.22,46.85,57.87,71.94,72.12,1.0,2.0,5.0,166.66666666666669,62.480090157776104,1,1,0,0,0,0,1,10,14,0,0,0.525,3.575,1.0,0.5555555555555556
ORD000074,2025-10-04,SMB,Express,Fashion,3890.16,Bangalore,Bangkok,Temperature_Controlled,ReliableExpress,2.0,2.0,On-Time,Perfect,5.0,596.51,Bangalore_to_Bangkok,2862.23,342.15,0.0,0.0,,191.41,152.62,76.13,47.58,55.83,61.49,40.13,0.0,0.0,0.0,0.0,0.1532987592388902,0,1,0,1,0,1,5,10,4,1,0,0.525,3.575,0.5714285714285714,0.4444444444444444
ORD000075,2025-09-10,Enterprise,Economy,Food & Beverage,24.75,Delhi,Dubai,,ReliableExpress,10.0,15.0,Severely-Delayed,Perfect,3.0,1178.01,Delhi_to_Dubai,2334.54,280.3,0.0,0.0,,448.0,358.15,122.47,92.23,112.38,112.92,76.35,1.0,2.0,5.0,50.0,45.747961165048544,0,0,0,0,1,0,2,9,10,0,0,0.525,3.575,1.0,0.36363636363636365
ORD000076,2025-10-06,Enterprise,Express,Electronics,1799.76,Bangalore,Hyderabad,,QuickShip,2.0,2.0,On-Time,Perfect,5.0,477.95,Bangalore_to_Hyderabad,1520.32,177.58,1216.25,36.0,Heavy_Rain,150.24,126.73,58.14,38.13,25.82,56.2,41.94,0.0,0.0,0.0,0.0,0.26541571336546793,1,0,0,1,0,1,0,10,6,0,0,0.25806451612903225,4.096774193548387,0.0,0.5909090909090909
ORD000077,2025-09-14,SMB,Standard,Industrial,1130.31,Mumbai,Hong Kong,,QuickShip,3.0,3.0,On-Time,Perfect,5.0,463.0,Mumbai_to_Hong Kong,4514.8,543.87,0.0,0.0,Heavy_Rain,166.06,154.11,48.16,34.19,37.74,52.39,41.29,0.0,0.0,0.0,0.0,0.4092600613448127,1,0,0,0,0,0,6,9,14,1,0,0.25806451612903225,4.096774193548387,0.0,0.5652173913043478
ORD000078,2025-10-01,SMB,Economy,Industrial,12.07,Hyderabad,Chennai,,SpeedyLogistics,7.0,7.0,On-Time,Perfect,5.0,629.54,Hyderabad_to_Chennai,153.42,20.77,122.73,101.0,,206.3,216.62,66.87,59.02,62.04,54.82,54.21,0.0,0.0,0.0,0.0,48.166794185156846,0,0,0,0,1,0,2,10,1,0,0,0.5121951219512195,3.5121951219512195,0.5,0.5652173913043478
ORD000079,2025-10-18,SMB,Economy,Healthcare,13.02,Hyderabad,Bangkok,,GlobalTransit,7.0,8.0,Slightly-Delayed,Wrong_Item,2.0,533.76,Hyderabad_to_Bangkok,3785.4,449.35,0.0,0.0,,162.28,155.08,67.15,42.18,51.67,57.05,39.53,1.0,1.0,1.0,14.285714285714285,38.07132667617689,0,0,1,0,1,0,5,10,18,1,0,0.6363636363636364,3.090909090909091,1.0,0.5333333333333333
ORD000080,2025-09-15,Enterprise,Standard,Fashion,3458.96,Pune,Hyderabad,,QuickShip,3.0,3.0,On-Time,Perfect,5.0,409.75,Pune_to_Hyderabad,1737.95,208.74,1390.36,101.0,Light_Rain,156.1,141.39,41.43,40.62,22.25,46.13,26.23,0.0,0.0,0.0,0.0,0.11842622458063098,1,0,0,0,0,1,0,9,15,0,0,0.25806451612903225,4.096774193548387,0.0,0.4444444444444444
ORD000081,2025-09-08,Individual,Standard,Electronics,2495.1,Mumbai,Ahmedabad,,ReliableExpress,5.0,7.0,Slightly-Delayed,Perfect,3.0,814.05,Mumbai_to_Ahmedabad,873.36,102.48,698.69,80.0,,254.98,239.32,107.62,56.21,42.92,84.64,77.43,1.0,1.0,2.0,40.0,0.3261287608669524,0,0,0,0,0,1,0,9,8,0,0,0.525,3.575,0.5,0.5909090909090909
ORD000082,2025-09-14,Enterprise,Standard,Fashion,107.63,Chennai,Hyderabad,,SpeedyLogistics,5.0,6.0,Slightly-Delayed,Perfect,3.0,723.21,Chennai_to_Hyderabad,1759.22,207.36,1407.38,52.0,,244.68,196.45,88.32,37.91,65.83,81.76,57.42,1.0,1.0,1.0,20.0,6.657553162109915,0,0,0,0,0,0,6,9,14,1,0,0.5121951219512195,3.5121951219512195,0.6666666666666666,0.4444444444444444
ORD000083,2025-09-23,SMB,Standard,Electronics,107.47,Bangalore,Bangkok,,SpeedyLogistics,5.0,10.0,Severely-Delayed,Perfect,2.0,686.42,Bangalore_to_Bangkok,3147.74,376.41,0.0,0.0,,230.16,226.5,87.68,62.67,55.99,76.45,54.86,1.0,2.0,5.0,100.0,6.328201345994284,0,0,0,0,0,0,1,9,23,0,0,0.5121951219512195,3.5121951219512195,0.5714285714285714,0.5909090909090909
ORD000084,2025-10-10,Individual,Standard,Healthcare,870.36,Delhi,Hong Kong,,ReliableExpress,4.0,4.0,On-Time,Perfect,5.0,486.64,Delhi_to_Hong Kong,3306.52,395.1,0.0,0.0,,166.15,168.28,61.83,39.06,29.7,51.11,38.24,0.0,0.0,0.0,0.0,0.5584832904884318,0,0,0,0,0,0,4,10,10,0,0,0.525,3.575,0.0,0.5333333333333333
ORD000085,2025-09-21,SMB,Standard,Healthcare,395.79,Delhi,Dubai,,SpeedyLogistics,4.0,7.0,Severely-Delayed,Perfect,1.0,776.69,Delhi_to_Dubai,4217.08,503.28,0.0,0.0,,247.36,198.8,101.14,68.49,59.16,69.18,64.72,1.0,2.0,3.0,75.0,1.957433403059553,0,0,0,0,0,0,6,9,21,1,0,0.5121951219512195,3.5121951219512195,1.0,0.5333333333333333
ORD000086,2025-09-16,Individual,Economy,Industrial,1961.75,Delhi,Chennai,,SpeedyLogistics,7.0,10.0,Severely-Delayed,Perfect,1.0,626.95,Delhi_to_Chennai,1070.1,129.09,856.08,116.0,,193.11,184.44,67.82,37.13,37.69,59.85,32.95,1.0,2.0,3.0,42.857142857142854,0.319424277162145,0,0,0,0,1,1,1,9,16,0,0,0.5121951219512195,3.5121951219512195,0.5,0.5652173913043478
ORD000087,2025-10-15,SMB,Economy,Fashion,828.3,Chennai,Ahmedabad,,SpeedyLogistics,10.0,10.0,On-Time,Perfect,4.0,754.96,Chennai_to_Ahmedabad,1756.13,214.21,1404.9,72.0,,256.52,227.37,93.74,52.2,69.42,64.79,56.84,0.0,0.0,0.0,0.0,0.9103581333654891,0,0,0,0,1,0,2,10,15,0,0,0.5121951219512195,3.5121951219512195,0.3333333333333333,0.4444444444444444
ORD000088,2025-09-18,SMB,Economy,Books,4335.3,Bangalore,Hong Kong,Fragile,SpeedyLogistics,5.0,5.0,On-Time,Perfect,4.0,690.74,Bangalore_to_Hong Kong,4489.29,539.78,0.0,0.0,,211.51,177.6,88.89,54.09,64.86,70.67,67.69,0.0,0.0,0.0,0.0,0.15929248437608098,0,1,0,0,1,1,3,9,18,0,0,0.5121951219512195,3.5121951219512195,0.3333333333333333,0.2608695652173913
ORD000089,2025-10-17,Enterprise,Express,Industrial,1728.69,Bangalore,Hong Kong,,SpeedyLogistics,1.0,2.0,Slightly-Delayed,Perfect,3.0,361.56,Bangalore_to_Hong Kong,2621.28,311.08,0.0,0.0,Heavy_Rain,110.23,93.93,36.95,21.43,27.86,38.26,18.9,1.0,1.0,1.0,100.0,0.20903167619631263,1,0,0,1,0,1,4,10,17,0,0,0.5121951219512195,3.5121951219512195,0.3333333333333333,0.5652173913043478
ORD000090,2025-09-24,SMB,Standard,Fashion,1189.35,Mumbai,Bangkok,Hazmat,GlobalTransit,4.0,5.0,Slightly-Delayed,Perfect,3.0,381.05,Mumbai_to_Bangkok,4130.41,500.02,0.0,0.0,,150.36,127.35,43.76,20.52,22.29,32.42,21.4,1.0,1.0,1.0,25.0,0.3201159322888226,0,1,0,0,0,0,2,9,24,0,0,0.6363636363636364,3.090909090909091,0.6,0.4444444444444444
ORD000091,2025-09-26,Enterprise,Express,Industrial,237.89,Mumbai,Hyderabad,,GlobalTransit,1.0,5.0,Severely-Delayed,Perfect,1.0,567.01,Mumbai_to_Hyderabad,904.78,104.17,723.83,43.0,,199.51,155.69,66.85,56.4,47.75,66.88,32.39,1.0,2.0,4.0,400.0,2.3735191929339865,0,0,0,1,0,0,4,9,26,0,1,0.6363636363636364,3.090909090909091,0.5,0.5652173913043478
ORD000092,2025-09-25,Enterprise,Standard,Books,213.15,Mumbai,Ahmedabad,Fragile,EcoDeliver,5.0,5.0,On-Time,Major_Damage,4.0,694.7,Mumbai_to_Ahmedabad,1728.24,211.82,1382.59,4.0,,234.96,212.21,72.14,34.88,58.02,73.41,49.0,0.0,0.0,0.0,0.0,3.2439878589773525,0,1,1,0,0,0,3,9,25,0,1,0.375,4.0,0.5,0.2608695652173913
ORD000093,2025-10-15,Individual,Standard,Food & Beverage,373.29,Ahmedabad,Delhi,,QuickShip,4.0,8.0,Severely-Delayed,Perfect,1.0,736.11,Ahmedabad_to_Delhi,1206.63,146.24,965.3,31.0,,256.88,214.61,74.49,49.15,43.32,61.79,72.02,1.0,2.0,4.0,100.0,1.9666835875925084,0,0,0,0,0,0,2,10,15,0,0,0.25806451612903225,4.096774193548387,0.5,0.36363636363636365
ORD000094,2025-10-11,SMB,Economy,Food & Beverage,6383.13,Mumbai,Kolkata,Fragile,ReliableExpress,10.0,11.0,Slightly-Delayed,Perfect,3.0,740.51,Mumbai_to_Kolkata,721.66,83.85,577.33,107.0,,266.54,239.09,85.73,51.58,45.8,62.11,43.65,1.0,1.0,1.0,10.0,0.11599231218662527,0,1,0,0,1,1,5,10,11,1,0,0.525,3.575,0.5,0.36363636363636365
ORD000095,2025-09-29,Individual,Standard,Food & Beverage,219.33,Mumbai,Bangalore,Fragile,SpeedyLogistics,3.0,3.0,On-Time,Perfect,5.0,403.7,Mumbai_to_Bangalore,1623.33,198.27,1298.66,44.0,,153.31,128.28,51.41,29.77,38.8,33.47,25.85,0.0,0.0,0.0,0.0,1.8322516225661507,0,1,0,0,0,0,0,9,29,0,1,0.5121951219512195,3.5121951219512195,0.0,0.36363636363636365
ORD000096,2025-09-15,SMB,Express,Food & Beverage,596.33,Delhi,Ahmedabad,,SpeedyLogistics,2.0,2.0,On-Time,Perfect,5.0,380.05,Delhi_to_Ahmedabad,1768.81,212.53,1415.05,67.0,,127.31,124.75,56.87,23.58,35.62,43.03,23.27,0.0,0.0,0.0,0.0,0.6362479701337619,0,0,0,1,0,0,0,9,15,0,0,0.5121951219512195,3.5121951219512195,0.0,0.36363636363636365
ORD000097,2025-10-15,Individual,Express,Home Goods,13.91,Kolkata,Delhi,,ReliableExpress,1.0,2.0,Slightly-Delayed,Perfect,3.0,431.71,Kolkata_to_Delhi,1246.02,147.12,996.82,48.0,Heavy_Rain,146.75,125.61,64.29,25.49,38.84,40.31,37.36,1.0,1.0,1.0,100.0,28.95439302481556,1,0,0,1,0,0,2,10,15,0,0,0.525,3.575,0.3333333333333333,0.5555555555555556
ORD000098,2025-09-01,SMB,Economy,Electronics,1111.77,Ahmedabad,Bangkok,,SpeedyLogistics,5.0,9.0,Severely-Delayed,Perfect,3.0,853.74,Ahmedabad_to_Bangkok,3012.02,363.69,0.0,0.0,,291.98,262.81,120.92,77.01,79.67,70.34,72.23,1.0,2.0,4.0,80.0,0.7672205397341769,0,0,0,0,1,0,0,9,1,0,0,0.5121951219512195,3.5121951219512195,1.0,0.5909090909090909
ORD000099,2025-09-25,SMB,Standard,Home Goods,11917.91,Kolkata,Mumbai,,QuickShip,4.0,5.0,Slightly-Delayed,Perfect,4.0,389.55,Kolkata_to_Mumbai,203.07,26.27,162.46,25.0,,122.32,113.59,49.64,27.32,29.6,46.69,22.11,1.0,1.0,1.0,25.0,0.032683357790267736,0,0,0,0,0,1,3,9,25,0,1,0.25806451612903225,4.096774193548387,0.5,0.5555555555555556
ORD000100,2025-09-07,SMB,Express,Home Goods,99.44,Chennai,Dubai,,QuickShip,2.0,2.0,On-Time,Perfect,5.0,555.86,Chennai_to_Dubai,2023.52,244.13,0.0,0.0,,204.3,160.98,59.28,32.2,54.18,64.03,53.0,0.0,0.0,0.0,0.0,5.534249303066508,0,0,0,1,0,0,6,9,7,1,0,0.25806451612903225,4.096774193548387,0.5,0.5555555555555556
ORD000101,2025-09-09,Enterprise,Express,Home Goods,47177.07,Bangalore,Mumbai,,QuickShip,2.0,2.0,On-Time,Perfect,5.0,204.92,Bangalore_to_Mumbai,328.27,43.97,262.61,26.0,Light_Rain,81.79,55.5,24.13,17.1,15.2,19.82,13.91,0.0,0.0,0.0,0.0,0.0043435435150272145,1,0,0,1,0,1,1,9,9,0,0,0.25806451612903225,4.096774193548387,0.5,0.5555555555555556
ORD000102,2025-09-24,Individual,Economy,Food & Beverage,530.26,Mumbai,Singapore,,SpeedyLogistics,5.0,7.0,Slightly-Delayed,Perfect,4.0,598.02,Mumbai_to_Singapore,3062.8,372.03,0.0,0.0,Fog,214.92,183.93,64.63,44.01,46.45,61.48,36.18,1.0,1.0,2.0,40.0,1.1256635169220344,1,0,0,0,1,0,2,9,24,0,0,0.5121951219512195,3.5121951219512195,0.6,0.36363636363636365
ORD000103,2025-09-01,Enterprise,Express,Books,8.5,Pune,Delhi,,GlobalTransit,1.0,2.0,Slightly-Delayed,Perfect,3.0,210.97,Pune_to_Delhi,1155.54,142.95,924.44,61.0,,78.95,53.27,24.84,18.78,16.5,19.08,17.88,1.0,1.0,1.0,100.0,22.20736842105263,0,0,0,1,0,0,0,9,1,0,0,0.6363636363636364,3.090909090909091,1.0,0.2608695652173913
ORD000104,2025-10-14,Enterprise,Economy,Healthcare,226.26,Kolkata,Singapore,Fragile,QuickShip,5.0,5.0,On-Time,Perfect,5.0,507.19,Kolkata_to_Singapore,3639.73,436.1,0.0,0.0,,180.93,167.18,69.36,40.83,37.74,43.28,31.99,0.0,0.0,0.0,0.0,2.2317609786148025,0,1,0,0,1,0,1,10,14,0,0,0.25806451612903225,4.096774193548387,0.5,0.5333333333333333
ORD000105,2025-09-08,SMB,Economy,Healthcare,2968.04,Chennai,Bangalore,,SpeedyLogistics,10.0,10.0,On-Time,Perfect,5.0,810.33,Chennai_to_Bangalore,381.77,45.27,305.42,43.0,Heavy_Rain,277.06,251.15,101.85,52.19,40.78,80.91,52.09,0.0,0.0,0.0,0.0,0.2729266025381942,1,0,0,0,1,1,0,9,8,0,0,0.5121951219512195,3.5121951219512195,0.0,0.5333333333333333
ORD000106,2025-09-24,Enterprise,Express,Electronics,8094.79,Kolkata,Pune,Hazmat,ReliableExpress,1.0,4.0,Severely-Delayed,Perfect,1.0,504.67,Kolkata_to_Pune,1246.39,145.94,997.11,74.0,Light_Rain,188.47,127.38,65.22,48.99,29.63,49.89,27.54,1.0,2.0,3.0,300.0,0.062337338295583265,1,1,0,1,0,1,2,9,24,0,0,0.525,3.575,0.5,0.5909090909090909
ORD000107,2025-09-11,Individual,Express,Food & Beverage,1184.59,Kolkata,Bangalore,,ReliableExpress,1.0,1.0,On-Time,Perfect,5.0,216.25,Kolkata_to_Bangalore,1551.43,183.59,1241.15,69.0,,78.41,65.97,26.03,16.45,20.51,19.0,11.06,0.0,0.0,0.0,0.0,0.18239863696556147,0,0,0,1,0,0,3,9,11,0,0,0.525,3.575,0.0,0.36363636363636365
ORD000108,2025-09-17,Individual,Economy,Food & Beverage,4236.07,Chennai,Ahmedabad,,EcoDeliver,10.0,10.0,On-Time,Perfect,4.0,858.3,Chennai_to_Ahmedabad,1182.12,141.84,945.69,55.0,Light_Rain,331.45,264.11,124.05,68.53,77.68,83.42,75.1,0.0,0.0,0.0,0.0,0.20256922826387103,1,0,0,0,1,1,2,9,17,0,0,0.375,4.0,0.3333333333333333,0.36363636363636365
ORD000109,2025-09-08,Individual,Standard,Food & Beverage,68.95,Ahmedabad,Hong Kong,,SpeedyLogistics,3.0,3.0,On-Time,Perfect,5.0,267.91,Ahmedabad_to_Hong Kong,4943.43,593.91,0.0,0.0,,104.83,82.31,29.21,17.0,16.06,24.08,17.5,0.0,0.0,0.0,0.0,3.830021443888492,0,0,0,0,0,0,0,9,8,0,0,0.5121951219512195,3.5121951219512195,0.0,0.36363636363636365
ORD000110,2025-10-05,SMB,Standard,Industrial,145.42,Pune,Dubai,,ReliableExpress,5.0,10.0,Severely-Delayed,Perfect,2.0,904.76,Pune_to_Dubai,3310.99,398.25,0.0,0.0,,321.65,279.39,109.77,73.08,48.93,75.56,53.01,1.0,2.0,5.0,100.0,6.179210490370169,0,0,0,0,0,0,6,10,5,1,0,0.525,3.575,1.0,0.5652173913043478
ORD000111,2025-10-05,Enterprise,Economy,Fashion,32.49,Chennai,Delhi,Fragile,QuickShip,10.0,10.0,On-Time,Perfect,5.0,978.66,Chennai_to_Delhi,1157.98,143.77,926.39,3.0,Light_Rain,344.3,265.61,111.73,68.52,88.66,78.84,80.71,0.0,0.0,0.0,0.0,29.22245446401911,1,1,0,0,1,0,6,10,5,1,0,0.25806451612903225,4.096774193548387,0.0,0.4444444444444444
ORD000112,2025-10-03,Individual,Economy,Industrial,162.78,Chennai,Hyderabad,,GlobalTransit,10.0,10.0,On-Time,Perfect,4.0,735.91,Chennai_to_Hyderabad,1344.61,159.9,1075.69,16.0,Fog,270.0,242.75,107.91,37.54,42.45,84.96,53.67,0.0,0.0,0.0,0.0,4.493283673220173,1,0,0,0,1,0,4,10,3,0,0,0.6363636363636364,3.090909090909091,0.6666666666666666,0.5652173913043478
ORD000113,2025-09-05,SMB,Economy,Fashion,1265.06,Mumbai,Pune,Fragile,SpeedyLogistics,10.0,15.0,Severely-Delayed,Perfect,1.0,1056.9,Mumbai_to_Pune,986.48,123.15,789.19,118.0,,376.74,334.3,141.58,102.08,105.53,115.0,68.02,1.0,2.0,5.0,50.0,0.8347945594995498,0,1,0,0,1,0,4,9,5,0,0,0.5121951219512195,3.5121951219512195,0.5,0.4444444444444444
ORD000114,2025-10-12,Individual,Economy,Food & Beverage,555.01,Chennai,Kolkata,,ReliableExpress,7.0,7.0,On-Time,Perfect,5.0,601.56,Chennai_to_Kolkata,1552.18,188.99,1241.74,99.0,,233.39,153.35,67.11,57.07,37.78,53.43,34.23,0.0,0.0,0.0,0.0,1.0819229869966367,0,0,0,0,1,0,6,10,12,1,0,0.525,3.575,0.6666666666666666,0.36363636363636365
ORD000115,2025-10-09,Individual,Standard,Food & Beverage,1482.93,Mumbai,Kolkata,,SpeedyLogistics,3.0,3.0,On-Time,Perfect,5.0,252.68,Mumbai_to_Kolkata,1189.05,144.35,951.24,58.0,Fog,97.51,75.81,33.79,15.65,22.21,27.9,16.58,0.0,0.0,0.0,0.0,0.17027757374000121,1,0,0,0,0,1,3,10,9,0,0,0.5121951219512195,3.5121951219512195,0.5,0.36363636363636365
ORD000116,2025-10-11,Individual,Express,Industrial,99.01,Bangalore,Kolkata,,GlobalTransit,2.0,2.0,On-Time,Minor_Damage,4.0,354.35,Bangalore_to_Kolkata,1398.08,171.32,1118.47,43.0,,120.86,96.02,52.74,29.16,34.28,32.65,31.57,0.0,0.0,0.0,0.0,3.543145685431457,0,0,1,1,0,0,5,10,11,1,0,0.6363636363636364,3.090909090909091,0.5,0.5652173913043478
ORD000117,2025-09-28,Enterprise,Economy,Industrial,108.5,Ahmedabad,Delhi,,SpeedyLogistics,5.0,5.0,On-Time,Perfect,4.0,666.69,Ahmedabad_to_Delhi,115.37,12.41,92.29,27.0,,251.07,212.78,98.86,46.45,37.69,71.25,57.65,0.0,0.0,0.0,0.0,6.088493150684932,0,0,0,0,1,0,6,9,28,1,1,0.5121951219512195,3.5121951219512195,0.5,0.5652173913043478
ORD000118,2025-09-07,SMB,Standard,Fashion,548.35,Bangalore,Kolkata,,ReliableExpress,4.0,4.0,On-Time,Perfect,5.0,538.4,Bangalore_to_Kolkata,1178.42,138.63,942.73,103.0,Light_Rain,192.48,145.74,67.42,35.32,38.43,56.97,46.98,0.0,0.0,0.0,0.0,0.9800673523254755,1,0,0,0,0,0,6,9,7,1,0,0.525,3.575,0.5,0.4444444444444444
ORD000119,2025-09-09,Individual,Standard,Healthcare,163.37,Bangalore,Bangkok,,ReliableExpress,3.0,7.0,Severely-Delayed,Perfect,1.0,490.5,Bangalore_to_Bangkok,4186.58,498.34,0.0,0.0,,158.54,142.51,55.65,29.4,43.74,57.08,33.6,1.0,2.0,4.0,133.33333333333331,2.9841211899981746,0,0,0,0,0,0,1,9,9,0,0,0.525,3.575,0.5714285714285714,0.5333333333333333
ORD000120,2025-09-08,SMB,Economy,Fashion,2843.45,Delhi,Mumbai,,ReliableExpress,5.0,5.0,On-Time,Perfect,5.0,688.86,Delhi_to_Mumbai,149.59,17.76,119.67,12.0,,258.41,234.01,98.03,40.74,67.38,65.49,46.13,0.0,0.0,0.0,0.0,0.24217687074829933,0,0,0,0,1,1,0,9,8,0,0,0.525,3.575,0.4,0.4444444444444444
ORD000121,2025-09-12,Enterprise,Express,Industrial,157.41,Mumbai,Pune,,GlobalTransit,1.0,1.0,On-Time,Perfect,4.0,362.43,Mumbai_to_Pune,1632.35,192.42,1305.88,118.0,Heavy_Rain,110.99,108.23,38.22,22.63,23.86,40.72,33.99,0.0,0.0,0.0,0.0,2.2879237421879934,1,0,0,1,0,0,4,9,12,0,0,0.6363636363636364,3.090909090909091,0.5,0.5652173913043478
ORD000122,2025-10-04,SMB,Standard,Books,191.89,Kolkata,Mumbai,,SpeedyLogistics,3.0,3.0,On-Time,Perfect,5.0,586.69,Kolkata_to_Mumbai,1788.53,210.07,1430.83,92.0,,193.75,197.05,83.82,51.77,33.64,63.14,57.06,0.0,0.0,0.0,0.0,3.0415781015086325,0,0,0,0,0,0,5,10,4,1,0,0.5121951219512195,3.5121951219512195,0.5,0.2608695652173913
